"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1218384"	1027.40008125	874.18005625	875.69781875	1210.36091875	874.18005625	863.02495	835.47774375	1178.06565	1180.604725	1057.93018125	824.58231875	1105.07545625	912.4321125	963.9681375	1281.13715625	972.88915625
"ILMN_2637066"	1051.49076875	1082.82698125	1019.3040625	1019.3040625	1219.9291875	1070.6493875	1168.38758125	1096.0162875	987.38626875	1043.453	1047.2555875	983.59676875	1099.7499	1050.24421875	991.44575625	968.64079375
"ILMN_2849359"	1616.6285625	1705.8923125	1569.15675	1834.548	1611.9604375	1518.4934375	1579.5619375	1705.8923125	1710.0408125	1511.49525	1577.6735	1622.054	1601.1688125	1422.125375	1692.298875	1569.15675
"ILMN_2678389"	155.9893625	170.8125875	188.35061875	149.98421875	142.20985	169.13246875	126.73568125	239.43034375	158.4774	131.36425	151.2095	186.96800625	120.882648125	154.6688625	184.6136125	196.94810625
"ILMN_2657516"	5033.8555	5807.3333125	4379.1074375	3992.3678125	5097.3593125	5156.838125	5603.8941875	4263.7541875	4472.218125	4765.8735	4926.7780625	4492.6698125	5232.6154375	4926.7780625	4351.897875	4864.437875
"ILMN_1237830"	182.08051875	171.7086875	234.60474375	193.48036875	129.966625	188.95624375	190.5250625	252.9415	195.9714875	176.3861875	189.77638125	237.89168125	145.761225	198.0223	215.30675	197.4835875
"ILMN_2522765"	420.8278625	381.57836875	413.8246875	378.65840625	379.2877125	362.5706625	407.06303125	407.06303125	334.29151875	375.0392	444.228375	383.61483125	348.39780625	423.30259375	362.5706625	347.0615875
"ILMN_3142224"	48357.90875	51201.501875	48357.90875	48357.90875	50036.076875	48357.90875	51201.501875	52440.6725	51201.501875	52440.6725	51201.501875	54747.480625	51201.501875	50036.076875	54747.480625	50036.076875
"ILMN_2636384"	52440.6725	52440.6725	50036.076875	54747.480625	52440.6725	52440.6725	52440.6725	57630.044375	59852.295	59852.295	56078.558125	58493.320625	53803.0675	58493.320625	57630.044375	56078.558125
"ILMN_2744693"	4457.1559375	4683.3188125	4864.437875	4472.218125	4789.1378125	4569.2170625	4247.6826875	4321.2529375	4765.8735	4523.228	4009.490375	4472.218125	4281.1286875	4186.928375	4605.5571875	4623.8029375
"ILMN_1239181"	291.026025	321.374625	241.45310625	236.45716875	221.4735125	301.23424375	249.017375	228.78979375	203.03711875	191.55401875	327.88030625	382.5141125	304.53516875	291.026025	205.2870625	229.14716875
"ILMN_1234241"	411.7634625	445.36558125	335.6156625	330.808375	408.38614375	373.83311875	448.44150625	319.967375	442.4851375	407.921325	542.6043	396.19555625	481.1763125	523.3652125	361.95381875	417.99370625
"ILMN_2696537"	148.53309375	158.36090625	150.57566875	126.73568125	160.2164375	137.78745625	155.12285	117.5803575	145.052675	155.25068125	126.73568125	130.96285	157.4278125	170.97615	128.1820625	124.1470375
"ILMN_2608574"	438.60104375	434.19785	388.32369375	353.69961875	464.00155	438.60104375	472.5667625	381.0655875	466.0927	419.42740625	449.74499375	417.99370625	420.2250875	437.728075	355.2402	435.0936125
"ILMN_1243516"	472.5667625	475.9832625	468.97165	477.2194	591.9939625	532.87104375	477.2194	475.17880625	487.7655125	547.94208125	509.03734375	489.3833625	507.13303125	489.3833625	553.2030125	532.87104375
"ILMN_2599719"	3320.2390625	3081.87775	3992.3678125	4660.884	3575.4696875	3178.6443125	2989.498	3917.42275	3714.1604375	4247.6826875	3147.1090625	3701.24375	3259.195875	3117.95425	4169.9660625	3457.957875
"ILMN_2681601"	148.0812	145.761225	152.14845	195.0619375	148.76030625	152.7725125	153.6196125	209.11500625	191.38894375	172.36616875	171.1804625	211.59015625	132.85836875	188.54851875	203.19638125	127.324075
"ILMN_1232195"	177.786475	184.16316875	229.79181875	254.39213125	200.8762	167.6348	154.1876625	206.6462875	224.22981875	225.05390625	195.7639125	159.77998125	166.39635	195.197125	203.53366875	198.77406875
"ILMN_2599145"	221.72159375	232.5956875	238.193125	270.64926875	298.4882625	223.24974375	223.98566875	212.0886125	245.65989375	259.99785	230.55338125	216.0453	234.09353125	256.12818125	224.4901	252.41470625
"ILMN_2598438"	126.65243125	128.74994375	127.37516875	117.857815	128.3261875	125.13798125	121.47113125	127.74073125	125.0645625	137.57098125	124.8635375	148.40835	128.80449375	123.419725	123.97418125	135.283975
"ILMN_3000536"	214.87058125	176.73908125	226.0252	184.41938125	225.30408125	203.53366875	178.7428125	182.08051875	176.73908125	212.92013125	199.29734375	157.26195625	176.90374375	175.18576875	233.35624375	222.806
"ILMN_1257061"	241.81903125	230.04545625	250.11290625	244.6799375	224.4901	276.7179375	265.3193125	294.35015	204.9632	236.2630125	215.89776875	221.0247	228.589075	227.935725	279.92881875	258.2902125
"ILMN_2710151"	401.43568125	370.0059125	373.33550625	385.17415	405.55344375	378.65840625	393.53711875	342.73308125	302.8226125	369.03061875	393.53711875	374.20874375	447.68239375	399.33398125	313.20505625	376.416275
"ILMN_2960474"	714.822675	747.50439375	756.09396875	689.13815625	912.4321125	766.45550625	787.04511875	621.7679875	627.34338125	772.2590125	538.19415625	746.36065625	689.13815625	741.6727625	601.505725	704.218775
"ILMN_2759652"	980.09125	972.88915625	895.183675	972.88915625	941.5663625	968.64079375	998.31044375	882.18558125	822.8856875	767.94165	882.18558125	940.56146875	1016.3591125	887.8875125	925.6917125	869.54311875
"ILMN_2955214"	4236.6	3917.42275	4169.9660625	4596.538125	4841.1090625	4623.8029375	4472.218125	4334.681	4660.884	4403.614	4263.7541875	4457.1559375	4263.7541875	4126.3891875	4765.8735	4457.1559375
"ILMN_1231873"	861.38474375	962.397525	1081.4379875	886.03111875	899.8158	887.8875125	758.9241125	1241.1790375	898.15866875	882.18558125	735.2436125	829.13074375	736.55418125	727.81856875	868.26401875	853.388
"ILMN_1235811"	2053.1393125	1915.526625	1847.5744375	2198.099125	1492.257625	1955.9444375	1726.885875	1996.4138125	2037.483125	2011.2341875	2078.4186875	2011.2341875	1886.0055625	1656.9044375	2202.8358125	2062.787125
"ILMN_1246694"	936.8659625	934.17030625	1059.94405	905.71059375	1136.6648125	1072.09820625	905.71059375	891.9621375	931.23015625	1010.49423125	925.6917125	985.8463875	989.583825	1006.582575	874.18005625	1120.43725
"ILMN_1235751"	1089.68374375	981.96119375	1163.6286375	1065.3506625	1235.48928125	1170.59585625	1062.77579375	1057.93018125	1013.32305625	1128.37155625	1023.99141875	1087.3466875	960.04960625	967.52325625	971.06836875	1338.7863
"ILMN_2737090"	586.2167	492.403675	675.5408125	487.7655125	991.44575625	466.0927	542.6043	396.83708125	418.747925	628.72353125	314.5734875	370.4164625	470.640325	333.84525	394.35784375	591.04258125
"ILMN_2972929"	132.34635	150.98616875	130.5351625	158.796875	192.75574375	147.16050625	155.89431875	154.25715625	128.80449375	153.43323125	141.217025	155.25068125	154.6688625	115.39087375	139.66160625	142.20985
"ILMN_2645295"	337.58796875	342.21289375	407.921325	404.1772625	396.19555625	350.04360625	383.01348125	398.07675625	348.8210375	409.58745625	338.59659375	307.39310625	338.11564375	353.18153125	413.8246875	346.77544375
"ILMN_1231457"	449.74499375	464.00155	428.95229375	497.33415625	475.17880625	451.87211875	526.0119625	444.228375	470.640325	511.8949625	471.3431875	420.8278625	482.94526875	551.37678125	514.38961875	408.96751875
"ILMN_1255511"	2295.03325	2133.6043125	2259.2845625	1945.120625	1791.22925	2126.100375	2078.4186875	2383.52925	2150.2455	1847.5744375	2126.100375	2310.01975	2190.5333125	2126.100375	1920.0846875	1924.92825
"ILMN_2689426"	83.90238625	77.938761875	371.9615	113.525783125	811.5633125	82.71745875	91.817456875	109.812659375	109.99626625	328.2315625	87.1158475	100.387825	104.998863125	99.788094375	99.45629125	255.4534625
"ILMN_3000080"	2433.1056875	2469.6346875	2614.077125	2556.7989375	2535.7879375	2302.7791875	2399.2875625	2614.077125	2581.1375	2647.688375	2535.7879375	2713.513	2370.272375	2713.513	2620.036875	2641.2374375
"ILMN_2629375"	305.2121375	270.9667	267.13753125	277.5543625	339.82898125	299.66855	284.130375	291.026025	265.66158125	291.433125	282.05160625	283.7978875	277.5543625	269.270475	321.67085	263.46951875
"ILMN_2863437"	1413.26638125	1575.5840625	1455.159625	1307.1524375	1577.6735	1557.4691875	1351.6376	1603.8749375	1390.10550625	1310.47486875	1348.9208375	1338.7863	1442.690875	1508.6094375	1369.23980625	1348.9208375
"ILMN_2790512"	575.726775	677.40323125	600.65928125	682.994525	570.901275	587.318	674.1961875	680.34566875	726.5232875	611.2885125	743.24070625	681.76365625	663.6307	715.899675	740.36884375	648.31620625
"ILMN_2739128"	201.35433125	141.99598125	175.06481875	188.71925625	184.9457625	162.56773125	198.521375	183.76841875	180.31404375	183.97743125	176.3861875	181.50995	183.76841875	185.29855625	191.38894375	154.98025625
"ILMN_2629993"	154.25715625	174.34795	158.796875	187.50133125	135.4736125	143.487075	125.99110625	185.79605625	185.79605625	154.898	202.4345375	190.72886875	162.44010625	183.76841875	177.786475	170.97615
"ILMN_2664522"	544.1691625	492.73689375	541.17865	565.9701	613.95905625	519.3563625	486.8490375	585.5234625	529.98285	612.15998125	481.1763125	532.1498625	428.95229375	454.06344375	539.6588	470.640325
"ILMN_1221838"	162.2762625	166.07181875	171.546275	167.3223	189.8980875	160.77870625	181.06749375	146.337125	143.3203125	165.550775	163.64845625	159.68008125	131.88230625	144.5738125	139.96889375	177.922875
"ILMN_1255697"	1551.11575	1527.3249375	1677.8181875	1547.57	1929.466625	1483.54425	1551.11575	1522.2485625	1495.3311875	1705.8923125	1229.01768125	1452.8455	1330.8783	1289.71745	1371.79743125	1611.9604375
"ILMN_2679532"	1043.453	1040.3809625	1105.07545625	1126.4124125	1338.7863	1172.46564375	1084.00139375	1141.74559375	1032.07013125	1074.1825625	1068.8899	968.64079375	1110.04635625	935.4101625	1003.6911625	1019.3040625
"ILMN_1222794"	1195.67565	1113.83363125	1215.14716875	1475.72125	1126.4124125	1154.7735125	1219.9291875	1470.4425625	1423.8325	1210.36091875	1199.44966875	1168.38758125	1217.45435625	1116.99195625	1334.8682125	1300.52404375
"ILMN_1220589"	158.4774	179.535125	170.59660625	164.9723375	138.27471875	142.43964375	162.44010625	168.80345	180.16739375	205.752275	161.1169625	161.8096	164.106975	157.85396875	171.86004375	208.7850375
"ILMN_2694687"	989.583825	971.06836875	740.36884375	996.23235625	654.55994375	938.45773125	980.09125	999.9892375	1156.8387125	725.467375	1175.58714375	981.96119375	983.59676875	1294.01460625	1251.42295	1040.3809625
"ILMN_1236572"	263.16635625	261.992325	246.03025	272.65581875	230.35183125	212.7093	249.35498125	300.74229375	250.11290625	242.68321875	288.99533125	223.51984375	268.3302125	305.47679375	254.39213125	254.18753125
"ILMN_2756686"	1093.46354375	1163.6286375	1050.24421875	1143.343875	945.78110625	1079.6510625	1077.78473125	1237.6670125	1065.3506625	963.9681375	1367.22803125	1072.09820625	1076.3518625	1045.07010625	1049.3454625	980.09125
"ILMN_2967362"	935.4101625	1050.24421875	1025.38715	991.44575625	910.59219375	1001.74539375	987.38626875	1053.60926875	1079.6510625	1016.3591125	1112.35626875	1040.3809625	1113.83363125	1091.7272125	1010.49423125	1006.582575
"ILMN_2633457"	540.51569375	463.1787875	516.2531	464.7328625	430.2709875	469.8672	454.8536125	482.94526875	411.14406875	464.00155	407.06303125	468.97165	478.57549375	456.1551125	472.5667625	460.78855625
"ILMN_2679428"	5807.3333125	5909.277875	5540.2685	6625.522875	5179.0949375	5807.3333125	6077.354	6333.1640625	6333.1640625	5208.2486875	6723.2856875	5838.7989375	5838.7989375	6927.059125	6210.4018125	5540.2685
"ILMN_2846731"	910.59219375	893.52561875	891.9621375	943.31915	981.96119375	921.58768125	777.27234375	962.397525	1030.10514375	902.18765625	1110.04635625	850.88728125	951.3225875	987.38626875	943.31915	912.4321125
"ILMN_1217055"	500.9488875	460.78855625	478.57549375	562.3249125	471.853	560.39495	483.78041875	542.6043	546.0745625	545.32123125	556.671325	515.81448125	538.19415625	562.3249125	517.001575	515.81448125
"ILMN_2679823"	169.13246875	184.74385	185.5211625	171.7086875	208.31810625	160.36623125	185.5211625	173.97199375	157.9893375	162.7807125	138.27471875	173.757825	139.43243125	153.28154375	154.01814375	189.77638125
"ILMN_2636349"	141.91661875	160.96233125	118.70487875	151.10538125	128.80449375	145.052675	145.39879375	162.05531875	180.892275	141.0830875	128.6563625	160.64474375	184.9457625	135.38901875	128.10186875	186.1810125
"ILMN_2617505"	156.84261875	157.73433125	169.58350625	170.97615	209.11500625	143.70768125	145.99215625	182.34723125	179.78310625	170.59660625	140.43761875	183.04915	145.052675	125.0645625	188.71925625	180.77294375
"ILMN_2975375"	480.36246875	405.55344375	517.001575	618.6698125	494.461675	526.0119625	445.36558125	541.9119	590.05653125	522.0960875	518.84098125	534.0548125	405.55344375	478.57549375	666.07275	453.2523375
"ILMN_2689062"	121.47113125	113.904466875	133.29675	115.161709375	128.54684375	137.01285	94.30611	110.841521875	104.588333125	124.56819375	86.629185625	130.28859375	107.761495	93.42159375	124.1470375	124.21180625
"ILMN_1234100"	1418.5795625	1428.524	1536.2146875	1531.424875	1528.8106875	1643.147375	1508.6094375	1418.5795625	1522.2485625	1463.571375	1455.159625	1303.7116	1511.49525	1445.528	1492.257625	1442.690875
"ILMN_2593104"	234.8745	312.47725625	223.05815	282.817125	203.7036375	265.866425	240.74000625	297.632825	314.5734875	239.76948125	343.85986875	278.54705625	307.8985375	290.51439375	279.37680625	236.796525
"ILMN_2746000"	224.22981875	270.64926875	224.8225	189.54376875	212.7093	261.66200625	243.5153	230.9218	223.05815	223.98566875	230.04545625	208.96401875	232.20605625	221.4735125	204.430875	220.013025
"ILMN_1222356"	731.98135	659.7359625	753.616675	788.9523625	649.38925625	600.65928125	682.994525	743.24070625	720.15905625	665.10776875	580.90806875	809.6915375	669.51221875	682.994525	763.20979375	665.10776875
"ILMN_2943270"	324.6985	266.33793125	263.842925	224.22981875	252.12685	304.53516875	292.523625	250.43120625	255.4534625	388.32369375	185.5211625	333.84525	293.51820625	172.53425625	206.07911875	467.1607875
"ILMN_2666406"	1544.9056875	1271.32739375	1369.23980625	1175.58714375	1401.06855	1499.3388125	1249.08265625	1186.45541875	1249.08265625	1278.73228125	1053.60926875	1563.7163125	1472.9005	1313.45749375	1237.6670125	1289.71745
"ILMN_2593774"	3796.905625	3584.8085	4926.7780625	4645.4514375	4765.8735	3523.8733125	3070.3590625	4305.6294375	5349.3264375	4054.2248125	5033.8555	3874.252375	3442.0161875	6210.4018125	4986.7503125	3890.9494375
"ILMN_2593208"	4789.1378125	5232.6154375	5097.3593125	5563.0125625	6001.081	4841.1090625	4864.437875	5467.5040625	5807.3333125	4864.437875	4623.8029375	4553.349	4623.8029375	4986.7503125	5310.5491875	4507.455375
"ILMN_3162133"	387.19616875	355.2402	388.7899	366.8555625	323.31540625	344.2765125	371.9615	341.4254	361.4595125	376.416275	382.5141125	398.71056875	344.2765125	371.9615	348.8210375	318.1763625
"ILMN_2734924"	298.8011875	223.24974375	193.2644875	304.87086875	236.45716875	234.60474375	200.56753125	270.9667	237.89168125	241.6497	246.3669	264.91688125	276.1121875	236.45716875	259.42550625	184.9457625
"ILMN_2963792"	1449.6651875	1652.57875	1415.3043625	1378.9131875	1376.17988125	1553.8566875	1662.9405	1467.761125	1357.10996875	1371.79743125	1718.3888125	1340.98901875	1670.214625	1655.3744375	1527.3249375	1524.771125
"ILMN_2697918"	3832.903375	4534.1989375	4247.6826875	3627.76525	3814.110625	4126.3891875	4236.6	4141.8938125	3917.42275	4507.455375	4953.7386875	3968.61275	4472.218125	4569.2170625	4334.681	4247.6826875
"ILMN_2699367"	152.14845	140.62593125	142.20985	145.29385625	177.786475	172.36616875	151.10538125	164.106975	180.51763125	148.2553875	157.26195625	165.1109125	171.3909	136.1406375	147.95994375	147.652575
"ILMN_2596834"	216.0453	225.30408125	276.7179375	216.43915625	214.70516875	213.9903875	253.4402375	240.5617625	246.82248125	248.77758125	263.842925	224.8225	178.395625	220.013025	237.06363125	235.4533375
"ILMN_2893564"	200.56753125	210.41654375	184.9457625	182.470475	226.0252	203.87181875	246.82248125	186.52754375	206.6462875	236.796525	215.65326875	201.35433125	246.3669	235.1268	191.55401875	218.28855
"ILMN_2795854"	5432.1208125	5097.3593125	4026.5495625	4823.556375	5208.2486875	5010.6171875	5467.5040625	4807.5564375	4507.455375	4534.1989375	5690.447375	4236.6	5563.0125625	5232.6154375	4457.1559375	4351.897875
"ILMN_1243170"	264.91688125	328.66174375	269.270475	249.7243	261.992325	208.7850375	303.06303125	245.65989375	249.017375	314.1618625	322.95923125	244.0659875	319.46595	306.5607625	258.5847125	285.15369375
"ILMN_1219820"	416.80261875	391.82051875	354.1894	367.63785625	302.8226125	397.6639875	346.77544375	352.2032125	334.72335625	320.71545	385.17415	385.809775	422.79503125	370.4164625	334.29151875	352.63408125
"ILMN_1223051"	991.44575625	963.9681375	996.23235625	866.75105	1065.3506625	895.183675	935.4101625	968.64079375	998.31044375	1032.07013125	908.87373125	936.8659625	958.69609375	898.15866875	1017.39125625	1028.589375
"ILMN_2734290"	3248.3035625	3294.2288125	3714.1604375	3852.391	3147.1090625	2979.4065	2961.6290625	3598.82025	3902.69575	3033.5199375	3457.957875	3306.58425	2633.7453125	3538.4080625	3814.110625	3248.3035625
"ILMN_2943319"	1920.0846875	1907.0588125	1739.1569375	1993.1465	1755.344625	1746.5230625	1901.829125	1980.6018125	2028.299	1780.0900625	1895.6924375	1692.298875	1829.01725	1986.81125	2028.299	1743.4195
"ILMN_2718284"	1458.951875	1287.05383125	1590.64425	1569.15675	1432.3960625	1472.9005	1382.702325	1518.4934375	1475.72125	1344.11956875	1390.10550625	1485.7453125	1367.22803125	1215.14716875	1442.690875	1432.3960625
"ILMN_2627733"	1643.147375	1053.60926875	1685.458625	1674.5379375	1759.0605	1582.8948125	1001.74539375	1575.5840625	1334.8682125	1485.7453125	753.616675	1440.297625	1378.9131875	731.98135	1274.3487	1390.10550625
"ILMN_1251273"	6466.3218125	6290.24225	6466.3218125	6466.3218125	5387.1456875	6248.408625	5807.3333125	6377.3095	5875.1608125	6001.081	6210.4018125	6117.9055	5740.3068125	5838.7989375	5807.3333125	6248.408625
"ILMN_2751653"	620.91896875	620.91896875	686.72390625	527.97433125	602.364075	546.9559125	620.91896875	480.36246875	506.55626875	496.31449375	519.3563625	624.3748875	479.8137125	647.47771875	494.461675	565.9701
"ILMN_2673344"	264.17246875	307.39310625	269.9456875	303.483375	232.5956875	239.76948125	237.89168125	281.61061875	260.3836875	254.69883125	268.3302125	266.81874375	244.29798125	244.6799375	245.1670375	269.9456875
"ILMN_2745433"	1067.2242	1159.489775	1010.49423125	1147.48524375	987.38626875	1017.39125625	1189.44799375	1113.83363125	1294.01460625	949.26629375	1324.82459375	1210.36091875	1231.9370125	1241.1790375	1051.49076875	1043.453
"ILMN_1256488"	1283.01740625	1235.48928125	1338.7863	1138.998875	1093.46354375	1313.45749375	1125.43935625	1229.01768125	1235.48928125	1067.2242	1163.6286375	1524.771125	1210.36091875	1357.10996875	1231.9370125	1189.44799375
"ILMN_1241196"	723.8065125	577.87453125	811.5633125	813.95219375	613.03275	756.09396875	656.07823125	779.2653	853.388	660.9562125	665.10776875	584.41195	628.72353125	866.75105	816.41575	761.4475375
"ILMN_2718416"	2581.1375	2777.01275	3330.385125	2674.5666875	3442.0161875	2705.3735625	3010.3569375	2854.01125	2545.5605	2930.197	2798.007875	2734.9736875	2581.1375	2827.7445625	2446.180375	3216.1718125
"ILMN_1255564"	171.7086875	160.64474375	203.19638125	223.51984375	214.87058125	176.6034375	180.16739375	259.712775	200.1890875	213.7292	148.2553875	166.39635	164.784175	176.73908125	218.7987625	259.10086875
"ILMN_2615431"	827.55881875	719.327125	921.58768125	744.6064125	767.94165	824.58231875	845.3110625	785.1105625	710.8884375	919.9506125	658.75748125	924.120075	752.51255625	604.86969375	780.13395	963.9681375
